,0,1
717,1917582.6468350128,10526627.622924121
718,15408779.782144798,5538824.9278008565
719,3420220.334961921,15584314.785136957
720,15697963.194654154,2016878.2883677965
721,2088559.5958664115,3637824.622881726
722,20506121.15825356,3180794.9384065284
723,21018187.03235321,2515303.639343488
724,13670005.574180447,31813243.141972665
725,2597811.7159133665,18626974.02305418
726,6529431.326718227,4239897.66931646
727,26635331.830396052,3781662.3511142833
728,2998546.8826000122,2609994.173894244
729,2691590.9147618264,2460909.3530593645
730,9380176.378954947,12266901.257875027
731,39371663.71536599,2160527.8292737505
732,14723479.63922858,3819542.8583973213
733,14828840.88817588,31113783.365464337
734,25839443.180129524,8875791.698283892
735,2953464.151600058,12005455.564506814
736,17579653.0741771,7370311.640056422
737,13378831.174771037,2386283.200878462
738,31030255.314626783,37632063.14041142
739,27830906.402196478,44845967.342006214
740,2313749.407064721,16939691.650440454
741,7056783.354224716,26253657.211627923
742,6224211.591758413,5778599.957587826
743,4660115.626905048,5630882.520908765
744,10016041.254646871,7347409.6692897715
745,2584385.3465631083,31567897.097727664
746,3235449.725764527,5491747.934986492
747,12450450.4226819,2256273.725367657
748,3630844.6597359926,17553047.585687075
749,2161858.3581184754,2981352.239338249
750,3548354.432937478,15554553.612064168
751,17113852.322409235,2341996.6453105635
752,16186652.186407976,3056134.5974425403
753,2506487.1474865302,13859559.47000336
754,11541920.938246364,6816161.819311195
755,30346758.809434157,26778698.327495735
756,6055175.646147165,2875856.940968984
757,12741256.339835698,8856805.183273124
758,5592566.194283631,2617007.6987993023
759,13513586.487252466,19667140.43588797
760,2240161.306109554,4929909.58105997
761,5225079.195169334,2342397.057269224
